step,b0,b1,b2
9300,0.17526150180955674,0.09720047759418411,0.07181713061335489
9400,0.15159676415263476,0.08636220838381979,0.07092820795159543
9500,0.18068753862228662,0.08606244464362503,0.07306529850615623
9600,0.15941436506416182,0.08934828076632413,0.07201950490738267
9700,0.14074177673344518,0.08526179834062644,0.06860363880308112
9800,0.164362011466903,0.08398771333460969,0.06725021669189789
9900,0.1780410765727431,0.08438114255069026,0.07014438546114703
10000,0.13509775182190656,0.083540903921846,0.0694517455410146
10100,0.14767352559294508,0.08242181997638305,0.06828236165954231
10200,0.12890604584916174,0.08656640179738415,0.06714670851138087
10300,0.1577275958019504,0.08418460354559285,0.06784733082632644
10400,0.1359617807517602,0.08611778873860008,0.06606858866443091
10500,0.14534575506142736,0.0831146518238871,0.06587120096921788
10600,0.16641879768337542,0.08412391930397348,0.06403395028081842
10700,0.13587093328625516,0.07988883350905157,0.0676561792908352
10800,0.13659430422658894,0.08481088753608182,0.06493290407530668
10900,0.1256816488358308,0.08214120940246965,0.0664875083497287
11000,0.13740009604389514,0.07914016251760322,0.06624432191964799
11100,0.1288039324300376,0.08285551876218433,0.06493414427372024
11200,0.1233262167851357,0.08359303196747492,0.06382136537721356
11300,0.14614964183844276,0.07971091151319089,0.06479430773964678
11400,0.13778810858184065,0.08067632415960563,0.0642078065942703
11500,0.12667000919776278,0.08287698711215943,0.06262597861704029
11600,0.14847451299914974,0.07895978374874733,0.06286803801895165
11700,0.14047834526814434,0.07563902073707272,0.06444724331990574
11800,0.12854995152316606,0.07744697756665307,0.06346449669820176
11900,0.13573713046553396,0.0773507491366802,0.0641742210453236
11999,0.12258043804700763,0.07818590676504018,0.06260248156880001
